"position","depth","quality","relative_percentage"
20081,56,61.7,0
20082,56,58.7,0
20083,59,56.2,0.0175
20084,59,61.3,0
20085,58,56.2,0.0179
20086,58,60.1,0
20087,60,57.2,0
20088,60,56.2,0
20089,60,61.9,0.0172
20090,60,54.9,0
20091,60,54.7,0
20092,60,60.6,0.0172
20093,59,57,0
20094,58,58.5,0
20095,58,60.1,0
20096,59,54.2,0.0526
20097,59,54.3,0
20098,60,57.2,0
20099,63,55.4,0
20100,63,58,0
20101,62,56.1,0
20102,61,53.6,0.0169
20103,61,57.9,0
20104,61,54,0
20105,63,54.9,0.0164
20106,63,54.4,0.0492
20107,59,54.7,0
20108,59,55.2,0
20109,59,58.8,0.0179
20110,59,56,0
20111,59,55,0.0179
20112,59,56.8,0
20113,60,57.7,0
20114,60,55.6,0.0175
20115,60,55.7,0.0351
20116,58,55.6,0
20117,56,57.7,0
20118,57,53.7,0
20119,57,55.7,0.0182
20120,57,55.1,0.0182
20121,57,58.7,0
20122,58,53.4,0.0179
20123,57,55.3,0
20124,58,53.7,0.0179
20125,57,54.5,0.0182
20126,57,53.7,0
20127,57,55.5,0.0182
20128,57,53.3,0
20129,57,56.2,0.0364
20130,57,54.4,0
20131,56,54.8,0
20132,52,53.8,0
20133,52,55,0
20134,51,54.6,0.0204
20135,53,53.5,0.0196
20136,54,53.9,0
20137,55,55.3,0
20138,54,54,0
20139,54,53,0.0192
20140,54,54.1,0
20141,53,53.9,0
20142,52,53.9,0
20143,52,56.6,0
20144,51,54.5,0
20145,51,54.6,0
20146,51,54.2,0
20147,51,54.9,0.0204
20148,55,52.6,0.0192
20149,54,52.8,0.0192
20150,54,54.3,0
20151,54,53.5,0.0192
20152,52,53.4,0
20153,52,56.3,0
20154,53,52.8,0
20155,53,53.7,0
20156,53,54.2,0.0196
20157,52,54,0
20158,52,53.7,0
20159,51,53,0
20160,51,55.5,0
20161,52,53.4,0
20162,51,57.9,0.0204
20163,52,52.9,0.04
20164,52,53.6,0
20165,52,54.3,0
20166,52,53.2,0
20167,51,56.7,0.0204
20168,51,52.3,0.0204
20169,50,53.2,0.0208
20170,52,56.3,0
20171,51,51.7,0
20172,52,55.8,0
20173,52,54.9,0
20174,52,53.7,0.02
20175,56,56,0
20176,47,56.1,0.0444
20177,47,56.2,0
20178,47,55.5,0.0222
20179,44,55.6,0
20180,45,57.8,0.0233
20181,47,56.9,0
20182,47,54,0.0222
20183,47,56.8,0
20184,47,57,0
20185,47,57.2,0
20186,45,55.3,0
20187,45,58,0
20188,47,59.1,0.0217
20189,50,57.2,0
20190,50,55.8,0
20191,50,57.5,0
20192,50,56.6,0
20193,49,58,0
20194,50,55.2,0
20195,50,58.4,0.0204
20196,51,59.9,0
20197,49,58.3,0
20198,49,59.9,0
20199,49,53.9,0
20200,49,58,0
20201,49,58.3,0.0208
20202,50,59.9,0
20203,50,59.8,0
20204,50,61.4,0
20205,50,59.8,0
20206,50,57.2,0
20207,50,57.5,0
20208,50,57.3,0.0204
20209,54,55.3,0.0189
20210,55,56.1,0
20211,56,55.9,0
20212,60,56.4,0.0169
20213,62,56.4,0
20214,62,57.9,0
20215,61,55.7,0
20216,61,58,0
20217,62,57,0.0167
20218,63,58,0.0164
20219,63,60.5,0
20220,63,55.9,0
20221,63,59.5,0.0164
20222,63,56.6,0.0164
20223,63,54.6,0.0164
20224,64,59.1,0
20225,65,62.4,0
20226,65,58.5,0
20227,67,59.3,0
20228,67,58.3,0
20229,67,63.5,0
20230,69,59.8,0
20231,69,57.7,0.0149
20232,70,56.6,0
20233,67,57.7,0
20234,67,60.1,0
20235,67,56.8,0.0154
20236,67,55.8,0.0154
20237,68,57,0.0149
20238,68,55.9,0
20239,69,59.5,0
20240,69,59.2,0.0147
20241,69,58.7,0
20242,72,53.8,0.0143
20243,72,58.6,0
20244,72,59.9,0
20245,72,61.4,0
20246,71,55.5,0
20247,69,59.5,0.0149
20248,67,59.5,0
20249,68,61,0
20250,68,60.8,0
20251,70,60.9,0
20252,70,62.9,0
20253,74,59.9,0.0137
20254,74,57.2,0
20255,72,58.1,0
20256,72,57,0
20257,71,58.4,0
20258,71,60,0
20259,71,56.1,0
20260,73,57.1,0
20261,73,57.4,0
20262,73,63.2,0
20263,72,58,0.4648
20264,72,56.8,0
20265,72,59.5,0.0141
20266,72,58.9,0
20267,71,58.4,0
20268,71,55.1,0.0143
20269,71,60.8,0
20270,71,57.8,0
20271,72,60.9,0.4286
20272,72,56.8,0.0141
20273,72,56.9,0.0563
20274,72,56.6,0
20275,72,56,0.0141
20276,73,56.8,0.0139
20277,73,57.1,0
20278,73,56.1,0
20279,72,56.5,0
20280,72,58.8,0
20281,72,59.3,0
20282,72,57.1,0.0282
20283,72,57.1,0
20284,72,57.3,0
20285,71,55.2,0.0286
20286,72,55.6,0.0141
20287,71,59.5,0
20288,76,56.8,0.0133
20289,76,55.9,0.0133
20290,77,56.7,0.0132
20291,78,56.9,0.0132
20292,79,55.5,0.039
20293,78,55.5,0
20294,78,56.9,0.0263
20295,78,60.5,0
20296,78,55.8,0.0132
20297,77,61.3,0.0133
20298,75,58.1,0.0137
20299,76,61,0.0137
20300,78,57.9,0.0133
20301,78,55.9,0.0133
20302,78,57.5,0
20303,79,55.8,0.0132
20304,79,56.4,0.0263
20305,79,61.2,0
20306,78,59.1,0
20307,78,56.5,0.0133
20308,79,56.2,0.0133
20309,78,58,0
20310,77,58.6,0
20311,76,56.6,0
20312,76,61.7,0
20313,76,58.9,0
20314,74,58.5,0
20315,73,58.9,0.0143
20316,73,62.1,0
20317,73,55.2,0
20318,70,57.6,0
20319,71,56.5,0
20320,71,55,0.029
20321,70,58,0
20322,71,57.1,0
20323,71,55.9,0
20324,68,58,0
20325,68,57.5,0
20326,68,58.5,0
20327,68,59.5,0
20328,68,62.8,0.0152
20329,68,58.2,0
20330,67,57.7,0.2656
20331,66,57.4,0
20332,67,55.7,0
20333,66,58.5,0.0159
20334,66,56.8,0
20335,66,56.6,0
20336,66,59.2,0
20337,66,56.5,0.0159
20338,64,57.3,0
20339,61,58.7,0
20340,62,58,0.0169
20341,62,59,0
20342,63,61.5,0
20343,63,58.7,0
20344,63,56,0.0169
20345,62,61.7,0
20346,62,56.3,0
20347,62,59.1,0
20348,63,57.4,0
20349,66,57.3,0.0323
20350,68,57.3,0.0159
20351,68,58.1,0.0159
20352,67,56.6,0
20353,70,57.7,0
20354,71,55.7,0.0152
20355,70,61.7,0
20356,70,57.4,0
20357,70,59.7,0
20358,70,58.6,0.0154
20359,70,55.9,0
20360,70,58.8,0.0154
20361,66,57,0
20362,64,55,0.0164
20363,64,56.7,0.0328
20364,66,56.4,0
20365,66,53.6,0.0645
20366,65,58.8,0
20367,63,54.6,0
20368,63,56.5,0
20369,63,55.9,0.0169
20370,63,57.1,0.0169
20371,63,58.9,0
20372,63,54.5,0.0169
20373,62,54.5,0.069
20374,62,57.7,0
20375,61,61.2,0.0175
20376,65,54.9,0.0167
20377,63,62.6,0.0172
20378,67,54.8,0.0161
20379,67,55.4,0.0161
20380,65,56.1,0
20381,65,56,0.0167
20382,64,56.3,0
20383,66,55.4,0.0167
20384,67,56.1,0.0164
20385,67,55.5,0
20386,65,55.8,0.0167
20387,65,58.2,0
20388,65,56,0.0167
20389,64,57.1,0
20390,64,55.9,0.0169
20391,67,56.3,0.0164
20392,64,56.3,0
20393,64,58.1,0.0172
20394,64,55.7,0.0172
20395,65,57.2,0.0339
20396,65,58.2,0
20397,66,55.5,0.0333
20398,68,57.3,0.0164
20399,68,55.5,0.0328
20400,67,63,0
20401,66,57.3,0
20402,63,54.8,0.0169
20403,63,56.6,0
20404,63,57.5,0.0169
20405,63,55.9,0
20406,63,56.7,0
20407,64,57.9,0.0167
20408,64,57.1,0
20409,64,56.4,0.0167
20410,64,55,0.0333
20411,64,55.5,0.0167
20412,64,55.9,0.0167
20413,64,57.9,0
20414,64,56.6,0.0167
20415,63,55.8,0
20416,63,55.7,0
20417,63,59.6,0
20418,64,53.4,0.0339
20419,64,55.3,0
20420,64,55.7,0
20421,63,55.5,0
20422,65,56.1,0.0667
20423,66,60.2,0.0164
20424,66,58.4,0.0164
20425,66,55.7,0
20426,65,56.6,0.0167
20427,65,61.8,0
20428,65,56.2,0.0333
20429,65,54.9,0
20430,65,57.1,0
20431,68,55.1,0
20432,68,56.9,0
20433,68,55.8,0.0159
20434,68,56.3,0.0161
20435,68,56,0
20436,67,57.4,0.0161
20437,67,58.3,0
20438,61,56.5,0
20439,61,55.4,0
20440,61,57,0
20441,59,57.7,0.0179
20442,63,56.9,0
20443,63,56.5,0
20444,65,55.3,0
20445,65,56,0
20446,65,58.1,0.0161
20447,64,57.1,0
20448,63,57.5,0
20449,64,58,0.0164
20450,63,60.8,0
20451,62,59.9,0
20452,62,58.2,0
20453,61,57.9,0.0172
20454,61,57.7,0.0172
20455,62,55.6,0
20456,62,58.8,0
20457,65,56.5,0
20458,64,57.2,0.0167
20459,64,57.8,0.0167
20460,65,56.6,0
20461,65,56,0
20462,67,54.6,0
20463,66,59.1,0
20464,68,59.5,0
20465,68,60,0
20466,68,57.5,0
20467,69,58.5,0
20468,69,59.1,0
20469,68,58.8,0.0323
20470,68,59.7,0.0161
20471,68,57.4,0.0161
20472,67,56.6,0
20473,67,57.6,0
20474,66,57.9,0
20475,66,57.3,0.0164
20476,67,55.5,0.0161
20477,67,55.6,0.0161
20478,66,57.4,0
20479,70,58,0
20480,70,58,0
20481,70,58,0
20482,69,59.3,0
20483,69,56,0
20484,70,56.7,0
20485,68,55.7,0.0312
20486,68,56.3,0.0156
20487,67,55.1,0
20488,67,56,0.0159
20489,68,55.6,0.0625
20490,68,58.4,0
20491,69,57.5,0
20492,68,55.2,0
20493,67,62.7,0
20494,68,56.3,0.0312
20495,68,59.5,0.0156
20496,68,57.6,0.0156
20497,68,58,0.0156
20498,65,56.6,0.0164
20499,62,56.6,0
20500,62,57.8,0
20501,62,58.9,0.0169
20502,61,57,0
20503,60,57.6,0.0172
20504,61,55.8,0
20505,61,57.2,0.0169
20506,61,56.8,0
20507,61,56.3,0.0169
20508,61,60.4,0
20509,61,60.9,0
20510,61,60.8,0
20511,61,56.7,0.0169
20512,61,55.9,0
20513,59,57.9,0.0175
20514,60,58.9,0
20515,62,55.3,0.0167
20516,62,56.2,0
20517,62,59.2,0.0167
20518,63,57.4,0.0328
20519,64,57.4,0.0161
20520,64,60.6,0
20521,64,57.5,0.0161
20522,66,58,0
20523,62,58,0.0333
20524,65,56.1,0
20525,65,56,0
20526,67,55.7,0.0156
20527,64,54.8,0.0164
20528,65,59.2,0
20529,65,57.2,0.0161
20530,65,58.1,0
20531,65,56,0.0161
20532,65,56.4,0
20533,61,57.2,0
20534,61,54.7,0
20535,61,56.2,0.0172
20536,61,59.3,0
20537,63,59.4,0
20538,63,57.9,0.0339
20539,63,58.2,0
20540,61,59.2,0
20541,60,57.1,0
20542,60,55.6,0
20543,60,57.1,0.0526
20544,60,57.1,0
20545,59,57.1,0.0179
20546,58,59.5,0
20547,58,59.6,0
20548,58,57,0
20549,58,57.6,0
20550,59,60,0
20551,59,58.8,0
20552,61,60.7,0
20553,61,61.3,0
20554,61,58.7,0
20555,61,58,0.0175
20556,60,54.7,0
20557,59,54.6,0.0182
20558,60,59.1,0
20559,59,58.7,0
20560,59,57.3,0
20561,59,56.4,0.0179
20562,59,57.6,0.0179
20563,59,60,0
20564,59,56.2,0
20565,59,56.2,0
20566,59,57.6,0.0179
20567,59,57.8,0.0179
20568,59,59.8,0
20569,60,58.1,0
20570,60,52.9,0
20571,58,55.1,0.0364
20572,60,57.5,0
20573,61,56.5,0
20574,61,58.1,0
20575,61,56.3,0
20576,61,55.9,0.0172
20577,61,59.9,0
20578,59,60.4,0
20579,59,57.1,0
20580,58,57.9,0.0182
20581,58,56.9,0.0364
20582,58,57.1,0.0182
20583,58,60,0
20584,59,57.9,0
20585,59,62.8,0.0179
20586,59,56.4,0.0179
20587,59,56.9,0.0179
20588,59,54.7,0
20589,59,59,0.0179
20590,59,58,0
20591,59,55.6,0
20592,55,60.3,0
20593,55,56.2,0
20594,54,58.3,0
20595,54,54.9,0.0192
20596,54,60.2,0
20597,55,55.4,0
20598,54,57.5,0
20599,55,58.7,0.0189
20600,55,54.9,0
20601,55,58.9,0
20602,55,56.1,0
20603,61,58.8,0
20604,62,57.7,0
20605,61,57.2,0
20606,58,59,0.0175
20607,59,58.8,0.0175
20608,59,62.6,0
20609,58,55.8,0.0179
20610,58,58.7,0.0357
20611,58,55.1,0
20612,56,54.6,0.0185
20613,56,56.7,0.0185
20614,54,57.4,0
20615,54,55.9,0
20616,53,55.1,0.0196
20617,53,57.4,0
20618,53,55.3,0.0196
20619,53,54.3,0.0392
20620,53,56.6,0.0196
20621,54,56,0.0192
20622,54,59.7,0
20623,55,55.4,0
20624,55,55.9,0.0192
20625,55,61.8,0
20626,55,54.4,0.0192
20627,56,55.5,0
20628,56,56.7,0
20629,52,57.3,0
20630,52,53.6,0.0204
20631,52,55.7,0
20632,52,54.7,0
20633,52,55.6,0
20634,51,55.5,0
20635,51,56.4,0.0208
20636,51,54.5,0.0208
20637,51,55.6,0.0417
20638,50,55.6,0
20639,48,54.9,0.0222
20640,48,61.7,0
20641,49,55.6,0
20642,49,62.1,0
20643,51,59.9,0
20644,50,56.8,0
20645,50,57.2,0
20646,52,58.6,0
20647,52,57.5,0
20648,52,64,0
20649,53,61.2,0
20650,53,56.3,0.0208
20651,55,56.4,0.0408
20652,53,54.3,0
20653,57,55.2,0.02
20654,56,57.3,0
20655,56,57.1,0.02
20656,58,58.1,0.0196
20657,58,58.4,0
20658,58,57.5,0
20659,58,57.5,0
20660,58,57.1,0.0196
20661,58,57.4,0.0196
20662,56,57,0.0204
20663,59,56.8,0
20664,60,58.4,0.0189
20665,60,56.1,0
20666,60,56.9,0.0377
20667,60,56.7,0.0189
20668,59,58.4,0
20669,58,59,0
20670,58,54.8,0
20671,58,55.4,0.0377
20672,54,55.9,0.0204
20673,55,59.7,0
20674,56,56.7,0.0196
20675,56,56.4,0
20676,54,57.1,0
20677,53,58,0
20678,53,58.3,0
20679,56,55.3,0.0196
20680,56,55.1,0.0196
20681,56,58.1,0
20682,56,55.9,0.0196
20683,56,58.6,0
20684,56,63.7,0
20685,56,58.4,0.0196
20686,56,53.8,0
20687,54,58.2,0
20688,56,54.3,0
20689,57,55.9,0.0192
20690,57,57.5,0
20691,57,56.6,0
20692,57,57.5,0
20693,58,56.7,0.0377
20694,59,57.8,0
20695,59,55.5,0
20696,59,59.3,0
20697,59,58.4,0
20698,59,58.6,0
20699,58,55.5,0
20700,57,56.7,0
20701,59,56.9,0.0377
20702,57,58.5,0
20703,59,56.5,0.0185
20704,59,56.5,0.0185
20705,59,57.5,0
20706,59,55.5,0.0182
20707,59,53.8,0
20708,59,56.1,0.0182
20709,59,54.2,0
20710,59,56.6,0
20711,60,53.8,0.0536
20712,61,56.1,0
20713,61,56.4,0
20714,61,56.4,0
20715,63,54.4,0.0339
20716,64,55.4,0
20717,63,54.9,0.0333
20718,62,57.6,0
20719,62,56.2,0
20720,61,57.1,0
20721,62,55.8,0.0169
20722,60,56.9,0.0175
20723,60,55.2,0.0175
20724,60,55.2,0.0175
20725,61,53.2,0
20726,61,55.8,0
20727,60,56.1,0.0175
20728,61,55.1,0.0172
20729,61,55.7,0
20730,61,60.6,0
20731,62,57.6,0
20732,62,55.8,0
20733,62,55.1,0.0339
20734,61,55.5,0
20735,63,56.4,0.0167
20736,63,56.8,0.0167
20737,63,59.1,0
20738,66,55,0.0317
20739,64,54.3,0.0323
20740,68,59.1,0
20741,68,55,0
20742,67,54.4,0.0462
20743,66,55.9,0
20744,66,55.3,0.0312
20745,66,56.8,0
20746,66,58.5,0
20747,65,54.1,0.0159
20748,66,56.8,0
20749,65,54.4,0.0476
20750,65,58.3,0
20751,65,54.3,0.0476
20752,65,55.8,0.0159
20753,60,58,0.0169
20754,60,57.3,0
20755,60,56.5,0
20756,60,57.2,0
20757,59,57.1,0.0517
20758,59,57.1,0.0172
20759,59,54.9,0
20760,59,56,0
20761,59,56.6,0
20762,59,55.8,0
20763,59,56.8,0.0517
20764,59,53.7,0.0345
20765,59,57.2,0.0172
20766,59,57,0
20767,59,58.2,0
20768,59,57,0.0172
20769,60,56.3,0.0169
20770,60,55.8,0
20771,59,54.9,0
20772,59,56.3,0.3793
20773,58,55.7,0.0175
20774,60,57.8,0.0169
20775,60,54.1,0.0339
20776,59,56.3,0.0172
20777,58,55.6,0.0175
20778,58,58.9,0
20779,61,57.4,0.0167
20780,61,56.5,0
20781,61,58.1,0
20782,62,56.7,0.0164
20783,62,57.2,0.0164
20784,62,57.2,0
20785,62,55.1,0
20786,62,57.3,0
20787,62,56.1,0.0164
20788,62,56.1,0
20789,62,58.2,0
20790,62,55.4,0.0164
20791,62,56.3,0
20792,62,57.1,0
20793,62,56.8,0
20794,62,55.1,0.0164
20795,62,55.7,0
20796,60,58,0
20797,60,56.2,0
20798,59,55.7,0
20799,59,56.6,0
20800,59,55.9,0.0172
20801,57,57.1,0
20802,59,55.1,0
20803,55,57.7,0
20804,57,55.9,0.0182
20805,56,56.5,0
20806,53,54.8,0
20807,53,56.7,0
20808,53,60.3,0
20809,53,54.5,0.0192
20810,53,54.9,0.0192
20811,52,57.1,0
20812,50,56.4,0
20813,50,58.4,0
20814,50,55.8,0
20815,50,58.7,0
20816,50,59.7,0
20817,50,57.5,0
20818,50,56.6,0.0204
20819,50,56.4,0.0204
20820,50,58,0.0204
20821,49,56.2,0
20822,48,56.3,0.0213
20823,48,56.3,0
20824,47,59.4,0
20825,47,57.1,0.0217
20826,47,56.2,0.0217
20827,47,56.9,0.0217
20828,44,55.2,0
20829,44,57.7,0
20830,44,55.2,0
20831,44,59.2,0.0233
20832,44,57.5,0
20833,44,56.8,0.0233
20834,44,60.8,0
20835,44,59.2,0
20836,44,56.9,0.0233
20837,44,55.3,0
20838,42,59.6,0
20839,41,55.8,0
20840,41,55,0
20841,41,57.9,0
20842,41,55,0
20843,40,59.1,0
20844,39,54.7,0.0263
20845,39,56.3,0
20846,38,56.3,0
20847,39,58.7,0
20848,39,57,0
20849,39,58.3,0
20850,37,65.8,0
20851,37,58.2,0
20852,37,58.4,0
20853,36,66.6,0
20854,36,65.1,0
20855,37,55.7,0.0278
20856,36,58.4,0
20857,36,57,0.9412
20858,36,57.4,0
20859,35,56,0
20860,35,60.9,0
20861,34,55.7,0.0303
20862,34,64.7,0
20863,32,60.1,0
20864,32,56.8,0
20865,32,62.7,0
20866,32,56.1,0
20867,32,56.7,0.0312
20868,32,57.6,0
20869,32,60.8,0
20870,32,56.9,0
20871,31,57.8,0
20872,31,55.3,0.0323
20873,30,56.6,0
20874,29,57.8,0
20875,29,57.4,0
20876,28,55.6,0
20877,28,59.4,0
20878,27,64.8,1
20879,29,58,0
20880,29,60.3,0
20881,30,56.5,0
20882,30,56.3,0
20883,29,57.3,0.0357
20884,29,53.4,0
20885,29,55,0
20886,26,54.1,0.8077
20887,26,62.4,0
20888,31,56.6,0
20889,27,55.5,0
20890,27,56.5,0
20891,27,57.7,0
20892,28,57.7,0
20893,28,57.4,0
20894,28,56.4,0
20895,28,56.4,0
20896,28,60.3,0
20897,27,64.7,0
20898,30,55.1,0
20899,33,53.8,0
20900,33,52.9,0.0323
20901,34,54.7,0.0303
20902,34,52.3,0.0606
20903,35,55.1,0
20904,35,53.3,0
20905,35,57.7,0
20906,35,55.4,0
20907,36,54.2,0.0571
20908,36,57.2,0
20909,36,55,0.0286
20910,36,57.2,0
20911,36,56.9,0
20912,38,55,0.0541
20913,38,55.1,0
20914,38,54.6,0.027
20915,38,56.2,0
20916,38,56.8,0
20917,38,53.1,0.027
20918,38,54.7,0
20919,38,53,0
20920,38,58.3,0
20921,39,55.5,0
20922,38,54.3,0
20923,38,55.3,0
20924,38,57.1,0.0263
20925,38,55.8,0
20926,39,55.4,0.0256
20927,39,53.7,0
20928,36,54.1,0.0278
20929,35,53.9,0
20930,35,61.1,0
20931,36,56,0
20932,36,55,0
20933,37,54.4,0
20934,37,54.5,0.027
20935,37,56.5,0
20936,38,56.8,0
20937,38,54.8,0
20938,38,54.8,0.0263
20939,39,57.5,0
20940,39,57.3,0
20941,39,59.1,0.0256
20942,42,59.5,0
20943,43,59.1,0
20944,43,57.6,0
20945,43,57.9,0
20946,43,55.8,0.0476
20947,44,56.8,0
20948,47,55.7,0
20949,47,59.1,0
20950,49,58,0
20951,47,57.7,0
20952,47,58.3,0
20953,48,57.4,0
20954,48,58.7,0
20955,48,59.3,0
20956,48,58.2,0
20957,48,59.7,0
20958,48,61.8,0
20959,49,57.2,0
20960,48,56.3,0.0213
20961,49,57.3,0.0208
20962,50,58.6,0
20963,50,60,0
20964,50,59.8,0
20965,50,55.9,0
20966,50,55.8,0
20967,50,54.7,0.0612
20968,50,55.6,0.0204
20969,50,58.5,0
20970,51,55.7,0.02
20971,51,57,0
20972,51,59.6,0
20973,51,55.8,0
20974,51,55.1,0
20975,51,57.3,0
20976,51,58.7,0
20977,51,56.7,0
20978,51,61,0
20979,51,58.6,0
20980,51,59.8,0
20981,51,59.9,0
20982,52,58.7,0
20983,52,57.3,0
20984,52,56.4,0.0196
20985,52,55.9,0.0196
20986,52,57.2,0
20987,51,59.4,0
20988,51,57.4,0.08
20989,47,57.6,0
20990,51,68.4,1
20991,49,62,0
20992,53,59.6,0.1429
20993,53,58.4,0
20994,53,57.3,0.1
20995,57,59,0
20996,57,56.5,0
20997,60,56.7,0
20998,61,59.5,0
20999,61,57.4,0
21000,61,59.2,0.0167
21001,61,60.4,0
21002,61,61,0
21003,61,60.6,0
21004,61,59.9,0
21005,62,61,0
21006,62,63.2,0
21007,62,56.1,0.0167
21008,62,57.4,0.0167
21009,64,57.6,0.0161
21010,62,58.3,0
21011,63,60.4,0
21012,62,56.5,0.0164
21013,62,57.2,0.0164
21014,63,58.3,0.0323
21015,64,56.9,0
21016,66,60.6,0.0154
21017,66,55.8,0
21018,67,58.3,0
21019,67,57.5,0
21020,67,57.7,0
21021,68,59.5,0.0149
21022,69,58.8,0
21023,69,59.8,0.0147
21024,69,57.1,0
21025,68,57.4,0
21026,68,55.7,0
21027,68,59.8,0
21028,70,56.4,0
21029,70,58.7,0
21030,75,58.2,0
21031,72,57.7,0
21032,72,62.7,0
21033,72,57.9,0
21034,72,57,0
21035,71,58.8,0.0145
21036,70,62.9,0
21037,68,57.8,0
21038,68,59.5,0
21039,68,59.5,0
21040,68,58.2,0.0308
21041,68,58.3,0
21042,68,63.3,0.1077
21043,68,59.7,0
21044,67,58.5,0.0156
21045,67,58.4,0
21046,64,59.2,0.0164
21047,64,60.2,0
21048,61,62.9,0.0172
21049,61,60,0.0172
21050,61,56.3,0
21051,61,59.1,0
21052,61,58.1,0
21053,61,60.5,0
21054,61,57.8,0.0172
21055,63,57.4,0
21056,65,57.3,0
21057,65,63,0
21058,65,56.8,0
21059,65,60.7,0
21060,65,62.1,0
21061,63,61,0
21062,63,57.4,0.0167
21063,63,55.9,0.0167
21064,63,59.1,0.0333
21065,62,63.3,0
21066,62,61.8,0
21067,62,63,0
21068,62,59,0
21069,62,64.6,0
21070,61,61,0
21071,61,60,0
21072,61,58.2,0
21073,61,63.1,0.0172
21074,61,63.3,0
21075,61,59.3,0.0172
21076,61,59.2,0
21077,61,57.2,0
21078,61,62.3,0
21079,60,57.2,0.0172
21080,60,62.6,0
21081,60,61.6,0
21082,59,53.9,0.0172
21083,59,62.9,0
21084,59,60.3,0
21085,59,54.9,0.0172
21086,59,58.2,0.0172
21087,58,59.9,0
21088,58,58.1,0
21089,58,54.7,0
21090,58,57.9,0.0175
21091,55,60.4,0.0185
21092,54,60,0.0189
21093,54,62.1,0
21094,54,55,0
21095,53,59.6,0
21096,53,59.6,0.0192
21097,50,57.1,0
21098,48,59.9,0
21099,48,61.6,0
21100,48,62.5,0
21101,48,58.4,0
21102,47,58.3,0
21103,47,57.2,0.0435
21104,47,67.5,0
21105,47,59.5,0
21106,47,58.2,0
21107,46,59.9,0
21108,46,62.3,0
21109,46,56.3,0
21110,45,61.1,0
21111,44,61.4,0.0233
21112,44,56.1,0
21113,44,56,0
21114,44,62,0
21115,42,56.8,0
21116,42,59.5,0
21117,42,57.9,0
21118,41,62,0.025
21119,41,55.8,0.025
21120,41,59,0
21121,41,59.3,0
21122,42,61.9,0
21123,42,58,0.0244
21124,42,61.4,0
21125,42,57.8,0
21126,42,59.6,0
21127,42,59.5,0
21128,41,60.9,0
21129,41,61.8,0
21130,41,67.1,0
21131,40,56.5,0
21132,40,67.5,0
21133,40,59.2,0
21134,40,56.6,0
21135,40,54.3,0.0256
21136,40,61.5,0
21137,40,54.3,0
21138,37,58.8,0
21139,38,61.4,0
21140,37,56.1,0
21141,37,61.2,0
21142,34,56.8,0.0303
21143,33,60.9,0
21144,33,56.7,0.0312
21145,31,58.2,0
21146,31,60.5,0
21147,30,55.4,0
21148,29,54.8,0
21149,29,56.4,0
21150,29,56.1,0
21151,29,56.3,0.0357
21152,29,55.8,0
21153,29,59.1,0.0357
21154,29,55.1,0.0357
21155,26,57.6,0.0385
21156,26,59.9,0
21157,26,54.8,0
21158,25,59.5,0
21159,21,59.3,0.0476
21160,21,66.5,0
21161,21,53.8,0
21162,21,56.7,0
21163,21,67.1,0
21164,19,59.1,0.0526
21165,19,56.4,0.0526
21166,17,58.4,0
21167,21,54.7,0.05
21168,33,56.4,0.069
21169,33,54.5,0
21170,32,56.4,0
21171,33,55.7,0
21172,34,55.6,0
21173,32,56.7,0
21174,32,57.2,0
21175,32,57.8,0
21176,33,59.4,0
21177,35,53.6,0
21178,34,58.4,0
21179,34,64.4,0
21180,35,56.6,0
21181,33,60.1,0
21182,33,55.8,0
21183,35,58.3,0
21184,36,58.2,0
21185,36,58.3,0
21186,36,55.2,0
21187,38,57.3,0
21188,39,55.2,0
21189,40,52.4,0
21190,40,55.6,0.0256
21191,41,55,0.025
21192,41,55.6,0
21193,42,56.4,0.0244
21194,42,55,0
21195,42,57.8,0.0244
21196,44,59.2,0
21197,45,59.3,0
21198,45,55.9,0.0227
21199,46,55.5,0
21200,46,55.4,0
21201,46,53.7,0.0222
21202,46,56.9,0
21203,46,57.7,0
21204,47,56.7,0
21205,44,53.2,1
21206,44,54.6,0
21207,44,54.5,0.0233
21208,45,57.6,0
21209,46,54,0
21210,46,53.9,0.0222
21211,46,55.7,0
21212,48,58.9,0
21213,51,58.1,0
21214,54,53.4,0
21215,55,52.7,0.037
21216,55,57.8,0.0185
21217,55,58.9,0
21218,55,59,0
21219,55,59,0
21220,55,55.9,0
21221,56,53.6,0
21222,56,55.1,0
21223,58,53.1,0.0175
21224,58,56.7,0.0175
21225,58,53.4,0.0175
21226,60,54.1,0
21227,60,55.3,0
21228,60,56.3,0
21229,60,54.1,0.4576
21230,64,57.1,0
21231,65,59.1,0.0159
21232,65,53.9,0.0156
21233,67,54.6,0.0152
21234,67,59.4,0.0152
21235,67,58.3,0.0152
21236,68,55.6,0
21237,68,61,0
21238,68,58.2,0.0149
21239,68,55.5,0
21240,68,55.7,0
21241,73,58.7,0.0141
21242,74,59.3,0.0139
21243,74,53.4,0.0139
21244,74,60.7,0
21245,80,56.8,0.0128
21246,80,58.7,0.0128
21247,80,57.8,0.0256
21248,83,58.9,0
21249,83,57.1,0.5062
21250,83,59,0
21251,84,57.3,0
21252,85,57.3,0.012
21253,89,54.6,0.023
21254,93,58,0
21255,100,56.9,0.956
21256,100,58.9,0.0105
21257,101,59.1,0
21258,102,57.4,0
21259,104,57.9,0.0103
21260,105,58.4,0.0098
21261,106,59.7,0
21262,107,54.7,0.0096
